Int_ID,Global_ID,Sample_ID,Sample_Description,Oil_Field,Facility_Name,County,Sampling_Date,Link,Source_Type,Detect_Limit,Datum,Latitude,Longitude,Geography_Description,Alkalinity_CaCO3,HCO3Alk_CaCO3,CO3Alk_CaCO3,OHAlk_CaCO3,Hardness_CaCO3,Specific_Conductance,TDS,Temp_C,pH,HCO3,CO3,OH,Br,Cl,SO4,Ca,Mg,K,Na,B,As,Ba,Fe,Mn,Se,Sr,Deuterium,Oxygen_18,NH3,NH4,NO3,Oil_Grease
989,T10000013268,1C (3249-03),New S.E. Taft P-7,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.140135,-119.42365,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1567,,,<1.0,372.7,40628,20245,,8.05,1911,<1.0,<0.34,,11159,22.9,50.3,60,68.6,7530,84,<200,8.3,2.18,,180,6.79,,,68.8,,5.02,
990,T10000013268,2A (3249-04),Old S.E. Taft CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.137908,-119.439497,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1867,,,<1.0,437.8,18956,11628,,7.8,2277,<1.0,<0.34,,5698,<10.0,17,96,77.2,4250,32,<200,1.3,2.38,,260,0.42,,,46.6,,2.36,
991,T10000013268,2B (3249-05),Old S.E. Taft CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.137908,-119.439497,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1417,,,<1.0,485.7,18253,11768,,7.95,1728,<1.0,<0.34,,6198,6.18,19.7,106,57.5,4230,34,<200,0.53,2.45,,160,0.13,,,41.2,,4.26,
992,T10000013268,2C (3249-06),Old S.E. Taft CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.13786,-119.439081,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1767,,,<1.0,555.3,26385,13880,,7.9,2155,<1.0,<0.34,,7298,6.2,17.9,124,80.4,4940,34,<200,0.85,2.59,,<110,0.29,,,46.4,,4.74,
993,L10004301387,4A-1 (3249-07),New Broad Creek 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1417,,,<1.0,667.3,29385,12876,,7.22,1728,<1.0,<0.34,,6598,152,166,61.4,101,4490,45,<200,4.4,2.79,,<110,6.44,,,123,,2.14,
994,L10004301387,4A-2 (3249-08),New Broad Creek 2 CP-1 Discharge #2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1150,,,<1.0,168.8,13222,8087,,7.13,1403,<1.0,<0.34,,3749,113,40.9,16.2,60.1,3070,51,<200,1.06,2.56,,<110,1.05,,,63,,<0.34,
995,L10002358017,4B (3249-09),Quality CP-5,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1150,,,<1.0,98.3,8805,4975,,7.78,1403,<1.0,<0.34,,1899,137,25.9,8.16,28.5,1790,31,<200,0.96,2.72,,<110,0.95,,,142,,<0.34,
996,L10004301387,4C (3249-10),Broadcreek 2 P-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.173877,-119.487374,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1633,,,<1.0,210.7,10510,7362,,7.62,1993,<1.0,<0.34,,2999,105,50.9,20.3,73.3,2710,49,<200,1.46,2.94,,<110,1.82,,,70.4,,<0.34,
997,L10004301387,4D (3249-11),Broadcreek 2 P-9,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.175126,-119.485698,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1333,,,<1.0,145.8,14556,7593,,7.75,1627,<1.0,<0.34,,3349,206,34.3,14.6,55.4,2760,34,<200,1.18,2.39,,<110,1.33,,,87.8,,4.2,
998,L10009454173,5A (3249-12),Broad Creek 1 CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.195246,-119.532964,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1033,,,<1.0,597.2,53998,25056,,7.13,1261,<1.0,<0.34,,14494,21.2,114,75.9,65,9280,93,<200,5.9,2.26,,480,6.56,,,112,,2.34,
999,L10009454173,5B (3249-13),Broad Creek 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.19515,-119.532643,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1017,,,<1.0,596.9,56736,25374,,7.43,1240,<1.0,<0.34,,14745,19.8,119,72.8,78,9380,90,<200,6.2,2.2,,400,6.22,,,82.2,,2.26,
1000,L10009454173,5C (3249-14),Broad Creek 1 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.195553,-119.532299,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),717,,,<1.0,1137,78876,35916,,7.59,874,<1.0,<0.34,,20744,19.8,236,133,102,13900,91,<200,22,2.67,,400,9.47,,,95.4,,2.26,
1001,L10003586624,6A-1 (3249-15),Buena Vista 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),983,,,<1.0,282.1,18209,9430,,6.9,1199,<1.0,<0.34,,4749,372,64.5,29.4,22,3340,22,<200,0.94,2.28,,<110,1.19,,,55.6,,0.7,
1002,L10003586624,6A-2 (3249-16),Buena Vista 2 CP-1 Discharge 2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),708,,,<1.0,406.9,19583,11804,,7.05,864,<1.0,<0.34,,6498,301,85.1,47.2,38.3,4190,16,<200,0.95,2.49,,430,1.32,,,57,,<0.34,
1003,L10003586624,6B (3249-17),Buena Vista 2 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.224594,-119.557218,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),792,,,<1.0,1384,32127,16260,,7.55,966,<1.0,<0.34,,9047,5.09,302,153,93.2,5910,21,<200,2.13,2.64,,<110,4.67,,,89.2,,0.57,
1004,L10003586624,6C (3249-18),Buena Vista 2 P-8,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.225201,-119.554822,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),858,,,<1.0,1221,37118,17856,,7.62,1047,<1.0,<0.34,,10247,374,273,131,71.5,5990,17,<200,2,2.57,,<110,4.14,,,66.4,,2.33,
1005,L10007759258,7A (3249-19),Buena Vista 1 CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.217726,-119.550225,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),850,,,<1.0,439.5,62539,26668,,7.31,1037,<1.0,<0.34,,15745,6.17,113,38.2,73.5,9820,102,<200,12,4.37,,150,14,,,93.8,,1.71,
1006,L10007759258,7B (3249-20),Buena Vista 1 P-5,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.218383,-119.547659,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),683,,,<1.0,232.9,62602,29280,,7.44,834,<1.0,<0.34,,17495,14.5,40,32.3,50.6,10940,86,<200,12,3.8,,190,8.87,,,80.6,,1.7,
1007,L10007759258,7C (3249-21),Buena Vista 1 P-14,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 1",Kern,3/21/2007,https://geotracker.waterboards.ca.gov/regulators/deliverable_documents/8504318714/2007%20ASMR%205-16-07BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%205-17-07.pdf,PDF,MDL,NAD 83,35.217246,-119.544968,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),767,,,<1.0,308.5,57225,30351,,7.51,935,<1.0,<0.34,,17994,7.74,40.7,38.1,72.1,11400,107,<200,9.8,2.9,,<110,10.7,,,80,,1.96,
1008,T10000013268,1A (3460-01),New S.E. Taft CP-4,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.141755,-119.428984,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1588,,,<1.0,563.8,38880,20011,,7.1,1937,<1.0,<0.34,,10900,23,97.8,77.6,69.9,7510,95,<83,6.6,1.91,,<140,8.57,,,29.7,,<0.34,
1009,T10000013268,1B (3460-02),New S.E. Taft CP-6,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.141952,-119.428308,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1713,,,<1.0,516,41257,20509,,7.17,2089,<1.0,<0.34,,11000,21,98.3,65.7,86.4,7800,105,<83,9.4,1.53,,<140,9.6,,,28,,<0.34,
1010,T10000013268,1C (3460-03),New S.E. Taft P-7,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.140135,-119.42365,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1800,,,<1.0,548.4,45483,22367,,8.22,1891,150,<0.34,,11780,25,95.1,75.5,98.9,8850,121,<83,9.6,1.53,,<140,9.16,,,21.2,,<0.34,
1011,T10000013268,2A (3460-04),Old S.E. Taft CP-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.137908,-119.439497,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1450,,,<1.0,626.2,26942,12345,,7.71,1769,<1.0,<0.34,,6447,<0.53,77.6,105,76.5,4460,43,<83,4,0.85,,<140,2.69,,,23.4,,<0.34,
1012,T10000013268,2B (3460-05),Old S.E. Taft CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.137908,-119.439497,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1356,,,<1.0,561.7,27775,11502,,7.88,1655,<1.0,<0.34,,5971,<0.53,58.4,101,72.6,4190,40,<83,2.9,0.96,,<140,1.86,,,21.2,,8.1,
1013,T10000013268,2C (3460-06),Old S.E. Taft CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, SOUTHEAST TAFT FACILITY (SE TAFT)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.13786,-119.439081,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1350,,,<1.0,612,25924,12668,,8.05,1647,<1.0,<0.34,,6712,<0.53,53.8,116,85.6,4590,41,<83,2.5,0.88,,<140,1.77,,,19,,14,
1014,L10009454173,3A (3460-07),Old Broad Creek 2 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.17757,-119.480298,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),750,,,<1.0,220.6,9738,5478,,8.26,824,45,<0.34,,2310,150,43.8,27,56.5,2170,63,<83,1,1.2,,<140,1.46,,,17.4,,<0.34,
1015,L10009454173,3B (3460-08),Old Broad Creek 2 P-6,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.177527,-119.478241,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),138,,,<1.0,216.8,9595,4843,,6.91,168,<1.0,<0.34,,2370,72,43.3,26.4,45,2000,54,<83,6,1.03,,<140,1.45,,,22.2,,<0.34,
1016,L10009454173,3C (3460-09),Old Broad Creek 2 P-11,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.179078,-119.477358,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),688,,,<1.0,4280,88503,40132,,6.51,839,<1.0,<0.34,,24111,<0.53,845,527,222,13700,39,<83,5.06,77.4,,<140,15.5,,,47,,0.31,
1017,L10004301387,4A-1 (3460-10),New Broad Creek 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),939,,,<1.0,1136,34008,16715,,8.31,1083,30,<0.34,,8758,52,277,108,158,6550,58,<83,6.8,0.92,,<140,11,,,18.4,,<0.34,
1018,L10004301387,4A-2 (3460-11),New Broad Creek 2 CP-1 Discharge #2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.174431,-119.489431,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1775,,,<1.0,186.2,7836,5392,,8.01,2166,<1.0,<0.34,,1710,81,29.7,27.2,57,2040,60,<83,0.66,3.18,,<140,0.81,,,15.6,,<0.34,
1019,L10002358017,4B (3460-12),Quality CP-5,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, QUALITY FACILITY",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.142766,-119.486207,”FACILITY LOCATION - DERIVED”,1038,,,<1.0,135.6,8806,4032,,7.99,1266,<1.0,<0.34,,1466,71,18.5,21.7,23.7,1520,36,<83,0.81,1.06,,<140,0.76,,,34.6,,<0.34,
1020,L10004301387,4C (3460-13),Broadcreek 2 P-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.173877,-119.487374,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1375,,,<1.0,237.8,8726,5287,,8.15,1617,30,<0.34,,1897,62,45.1,30.4,56.6,1950,55,<83,0.85,0.87,,<140,1.54,,,21.5,,<0.34,
1021,L10004301387,4D (3460-14),Broadcreek 2 P-9,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 2 (BROAD CREEK 2 NEW)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.175126,-119.485698,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),1688,,,<1.0,228,8670,4995,,8.15,1998,30,<0.34,,1561,61,44.8,28.2,48,1850,49,<83,0.8,1.01,,<140,1.44,,,27.2,,<0.34,
1022,L10009454173,5A (3460-15),Broad Creek 1 CP-2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.195246,-119.532964,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),563,,,<1.0,985.4,50764,23817,,7.48,686,<1.0,<0.34,,13900,88,251,87.1,72.7,8800,123,<83,4.82,1.86,,<140,7.86,,,33.8,,<0.34,
1023,L10009454173,5B (3460-16),Broad Creek 1 CP-3,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BROAD CREEK 1 (BROAD CREEK 2 OLD)",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.19515,-119.532643,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),438,,,<1.0,969.6,51438,22553,,7.6,534,<1.0,<0.34,,13109,12.96,246,86.3,73.3,8500,122,<83,4.7,1.49,,<140,7.54,,,37,,0.66,
1024,L10003586624,6A-1 (3460-17),Buena Vista 2 CP-1 Discharge 1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),763,,,<1.0,384.4,11938,5196,,7.31,930,<1.0,<0.34,,2507,20,83.2,42.9,18.7,1830,30,<83,1.9,2.5,,<140,1.25,,,41.7,,0.44,
1025,L10003586624,6A-2 (3460-18),Buena Vista 2 CP-1 Discharge 2,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.224823,-119.557819,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),875,,,<1.0,534.5,17968,8639,,7.63,1068,<1.0,<0.34,,4280,220,110,63.1,45,3120,24,160,6.8,1.18,,<140,1.38,,,39.4,,<0.34,
1026,L10003586624,6B (3460-19),Buena Vista 2 P-1,MIDWAY-SUNSET,"MIDWAY-SUNSET OIL FIELD, BUENA VISTA 2",Kern,3/13/2008,https://geotracker.waterboards.ca.gov/getfile?filename=/regulators%2Fdeliverable_documents%2F8946790933%2F2008%20ASMR%205-28-08%20BV2_BV1_BC2_Quality_SETaft_MaricE_MaricW_Rcvd%206-13-08.pdf,PDF,MDL,NAD 83,35.224594,-119.557218,DERIVED LOCATION OF SUMP (APPROXIMATE SAMPLING LOCATION),625,,,<1.0,1514,28565,15574,,7.4,763,<1.0,<0.34,,8790,200,344,159,82.3,5370,29,<83,2.7,4.17,,<140,4.6,,,33.2,,<0.34,
